Name,state,summit_elev,vertical_drop,trams,fastEight,fastSixes,fastQuads,quad,triple,double,surface,total_chairs,Runs,TerrainParks,LongestRun_mi,SkiableTerrain_ac,Snow Making_ac,daysOpenLastYear,yearsOpen,averageSnowfall,AdultWeekday,AdultWeekend,projectedDaysOpen,NightSkiing_ac,cluster
Whiteface Mountain Resort,New York,4650,8.14060704285845,1,0.0,0,1,1,2,5,2,12,4.465908118654584,1.791759469228055,1.1314021114911006,5.666426688112432,5.3981627015177525,122.0,4.127134385045092,5.1298987149230735,96.0,96.0,141.0,0.0,2
Willard Mountain,New York,1415,6.226536669287466,0,0.0,0,0,0,0,2,3,5,2.833213344056216,0.0,0.3364722366212129,3.9318256327243257,3.58351893845611,85.0,2.995732273553991,4.394449154672439,46.0,46.0,120.0,3.58351893845611,0
Windham Mountain,New York,3100,7.3783837129967145,0,0.0,1,2,0,3,1,5,12,4.007333185232471,1.9459101490553132,1.0986122886681098,5.655991810819852,5.638354669333745,123.0,4.0943445622221,4.663439094112067,85.0,95.0,130.0,4.04305126783455,2
Woods Valley Ski Area,New York,1400,6.2166061010848646,0,0.0,0,0,0,0,2,4,6,3.091042453358316,0.0,0.26236426446749106,3.258096538021482,2.833213344056216,115.10394265232976,4.02535169073515,5.198497031265826,31.0,39.0,120.0530035335689,2.772588722239781,0
Appalachian Ski Mountain,North Carolina,4000,5.902633333401366,0,0.0,0,0,2,0,1,2,5,2.5649493574615367,1.3862943611198906,0.4054651081081644,3.332204510175204,3.332204510175204,100.0,4.060443010546419,3.9318256327243257,40.0,64.0,100.0,3.332204510175204,2
Cataloochee Ski Area,North Carolina,5400,6.608000625296087,0,0.0,0,0,1,1,1,2,5,2.9444389791664403,1.0986122886681098,0.6931471805599453,3.9318256327243257,3.9318256327243257,141.0,4.07753744390572,3.9318256327243257,43.0,70.0,108.0,3.9318256327243257,2
Sapphire Valley,North Carolina,3450,5.303304908059076,0,0.0,0,0,1,0,0,2,3,2.9444389791664403,0.6931471805599453,0.6931471805599453,2.1972245773362196,2.1972245773362196,53.0,4.02535169073515,3.2188758248682006,40.0,43.0,60.0,2.1972245773362196,2
Beech Mountain Resort,North Carolina,5506,6.7226297948554485,0,0.0,0,0,3,0,3,2,8,2.8903717578961645,0.6931471805599453,0.6931471805599453,4.564348191467836,4.564348191467836,98.0,3.970291913552122,3.4657359027997265,41.0,68.0,120.0530035335689,4.564348191467836,2
Sugar Mountain Resort,North Carolina,5300,7.0909098220799835,0,0.0,1,0,0,1,4,2,8,3.091042453358316,0.6931471805599453,0.9162907318741551,4.836281906951478,4.836281906951478,114.0,3.9318256327243257,4.356708826689592,45.0,75.0,120.0,4.564348191467836,2
Wolf Ridge Ski Resort,North Carolina,4700,6.580639137284949,0,0.0,0,0,1,0,1,2,4,2.772588722239781,0.6931471805599453,0.47000362924573563,4.189654742026425,4.189654742026425,115.10394265232976,3.912023005428146,4.189654742026425,42.0,65.0,100.0,4.110873864173311,2
Alpine Valley,Ohio,1500,5.442417710521793,0,0.0,0,0,1,2,1,1,5,2.4849066497880004,0.6931471805599453,0.1823215567939546,4.290459441148391,4.290459441148391,105.0,3.9889840465642745,4.795790545596741,43.0,43.0,120.0530035335689,4.290459441148391,0
Boston Mills,Ohio,871,5.579729825986222,0,0.0,0,0,0,4,2,2,8,2.0794415416798357,1.0986122886681098,0.26236426446749106,3.713572066704308,3.713572066704308,92.0,4.04305126783455,3.9512437185814275,44.0,44.0,110.0,3.713572066704308,0
Brandywine,Ohio,871,5.484796933490655,0,0.0,0,0,2,7,2,5,16,2.4849066497880004,1.0986122886681098,0.26236426446749106,4.454347296253507,4.454347296253507,92.0,4.04305126783455,3.9512437185814275,44.0,44.0,110.0,4.454347296253507,0
Mad River Mountain,Ohio,1460,5.707110264748875,0,0.0,0,0,1,2,3,6,12,3.044522437723423,1.6094379124341003,0.4054651081081644,4.976733742420574,4.976733742420574,99.0,4.060443010546419,3.6109179126442243,39.0,44.0,90.0,4.976733742420574,0
Snow Trails,Ohio,1475,5.71042701737487,0,0.0,0,0,0,4,2,3,9,2.8903717578961645,1.3862943611198906,0.1823215567939546,4.394449154672439,4.394449154672439,101.0,4.07753744390572,3.9318256327243257,41.0,52.0,70.0,4.394449154672439,0
Anthony Lakes Mountain Resort,Oregon,8000,6.803505257608338,0,0.0,0,0,0,1,0,2,3,3.091042453358316,1.0986122886681098,0.9162907318741551,7.00397413672268,0.0,75.0,4.04305126783455,5.707110264748875,40.0,40.0,80.0,0.0,1
Cooper Spur,Oregon,4000,5.860786223465865,0,0.0,0,0,0,0,1,1,2,2.3978952727983707,0.0,0.09531017980432493,3.9318256327243257,0.0,78.0,4.204692619390966,4.61512051684126,39.0,39.0,90.0,0.0,2
Hoodoo Ski Area,Oregon,5703,6.943122422819428,0,0.0,0,0,3,1,1,0,5,3.5553480614894135,0.0,0.3364722366212129,6.693323668269949,0.0,80.0,4.406719247264253,5.860786223465865,59.0,59.0,108.0,5.303304908059076,2
Mt. Ashland,Oregon,7533,7.048386408721883,0,0.0,0,0,0,2,2,1,5,3.1780538303479458,1.0986122886681098,0.6931471805599453,5.3981627015177525,0.0,94.0,4.02535169073515,5.707110264748875,45.0,52.0,92.0,3.713572066704308,1
Mt. Bachelor,Oregon,9065,8.121480374750751,0,0.0,0,8,0,3,0,0,11,4.624972813284271,1.791759469228055,1.6094379124341003,8.3707791729607,3.044522437723423,185.0,4.127134385045092,6.137727054086234,99.0,99.0,185.0,0.0,1
Mt. Hood Meadows,Oregon,7300,7.9294865233142895,0,0.0,0,6,0,0,5,2,13,4.454347296253507,1.9459101490553132,1.3862943611198906,7.67368812926773,0.0,118.0,3.9512437185814275,6.066108090103747,57.91695652173913,99.0,160.0,5.14166355650266,1
Mt. Hood Skibowl,Oregon,5100,7.313886831633462,0,0.0,0,0,0,0,4,5,9,4.189654742026425,1.0986122886681098,1.3862943611198906,6.8679744089702925,3.4011973816621555,125.0,4.418840607796598,5.707110264748875,70.0,70.0,144.0,5.762051382780177,2
Spout Springs,Oregon,5500,6.415096959171596,0,0.0,0,0,0,0,2,2,4,2.70805020110221,0.0,0.09531017980432493,5.303304908059076,0.0,117.0,2.995732273553991,4.77912349311153,57.91695652173913,70.0,125.0,4.61512051684126,2
Timberline Lodge,Oregon,8540,8.213652703029998,0,0.0,0,5,0,1,1,1,8,3.7376696182833684,1.791759469228055,1.0986122886681098,7.255591274253665,0.0,305.0,4.418840607796598,6.311734809152915,57.91695652173913,70.0,305.0,5.707110264748875,1
Willamette Pass,Oregon,6683,7.355001921105257,0,0.0,1,0,0,3,0,1,5,3.4011973816621555,0.0,1.1314021114911006,6.320768294250582,4.110873864173311,3.0,4.3694478524670215,6.066108090103747,60.0,60.0,100.0,0.0,1
Bear Creek Mountain Resort,Pennsylvania,1100,6.236369590203704,0,0.0,0,0,3,1,0,2,6,3.1780538303479458,1.3862943611198906,0.6931471805599453,4.465908118654584,4.465908118654584,91.0,3.970291913552122,3.4339872044851463,50.0,60.0,90.0,4.465908118654584,0
Ski Big Bear,Pennsylvania,1250,6.478509642208569,0,0.0,0,0,0,0,4,2,6,2.9444389791664403,0.6931471805599453,0.9162907318741551,3.295836866004329,3.295836866004329,75.0,3.784189633918261,4.248495242049359,50.0,62.0,75.0,3.295836866004329,0
